"Item Reference","Item Description","Last activity timestamp","Playback position","Play count","Has been played?"
"6ea4813acf3e6fccfd603f38e7976ddd",N/A,2017-10-17T07:02:34.297Z,0.000,0,No
"6f0b9e5929307b6397ff77ffe37e1381",N/A,2017-10-17T07:02:34.298Z,0.000,0,No
"7268fc2449e5a621ca7c38d5d1b48b52",N/A,2017-10-17T07:02:34.292Z,0.000,0,No
"737037b0c41df1881e5a1903894c14b1",N/A,2017-10-17T07:02:34.296Z,0.000,0,No
"73aa9c237ec893e37c214d0d616a4f55",N/A,2017-10-17T07:02:34.296Z,0.000,0,No
"74053291227e323ba3188944ec251ab5",N/A,2017-10-17T07:02:34.298Z,0.000,0,No
"7432c703d953fa23f4f04a94b00ece73",N/A,2017-10-17T07:02:34.296Z,0.000,0,No
"74a5b2ba8dda2e6f986c543f10810e2a",N/A,2017-10-17T07:02:34.295Z,0.000,0,No
"75893fdb3ab3c8a715c787fbcd32c108",N/A,2017-10-17T07:02:34.293Z,0.000,0,No
"76bd4879a6d563ee022e69acd1cb91ed",N/A,2017-10-17T07:02:34.297Z,0.000,0,No
"76dd6fb8933646fdd18b8873ba21c2ec",N/A,2017-10-17T07:02:34.293Z,0.000,0,No
"77c00198a4a996645713e2cae87c666b",N/A,2017-10-17T07:02:34.294Z,0.000,0,No
"788ae6ce4cc15c1a23bb0b1d9bc13ed3",N/A,2017-10-17T07:02:34.297Z,0.000,0,No
"7b0068d5fe80968bdc80c507bdb81d76",N/A,2017-10-17T07:02:34.298Z,0.000,0,No
"7c8952e8cd0176ca0aa7423a665286df",N/A,2017-10-17T07:02:34.298Z,0.000,0,No
"7cc9e9ad9b7489dcaccb7193d628d43d",N/A,2017-10-17T07:02:34.299Z,0.000,0,No
"7da516d7b4464d4565891314830ca7fc",N/A,2017-10-17T07:02:34.297Z,0.000,0,No
"7db494ba1ecd9ac29385045e736a209e",N/A,2017-10-17T07:02:34.292Z,0.000,0,No
"8025ead2042dd2aa32240279514b8c38",N/A,2017-10-17T07:02:34.299Z,0.000,0,No
"82129c9468f1594ba1624b8ca157f821",N/A,2017-10-17T07:02:34.293Z,0.000,0,No
"82c7a58279292305d9bddcab3cbf7d11",N/A,2017-10-17T07:02:34.296Z,0.000,0,No
"8387175cee00cb4d547370f2ee7db35f",N/A,2017-10-17T07:02:34.295Z,0.000,0,No
"83e60a47669792be8f95cf1b23f5a1d8",N/A,2017-10-17T07:02:34.295Z,0.000,0,No
"84d3afdb60ec064f5f4ab842b37ffdbe",N/A,2017-10-17T07:02:34.298Z,0.000,0,No
"85aa46fe0697e3c6b171cff1f1bfe4a4",N/A,2017-10-17T07:02:34.298Z,0.000,0,No
"85b4966865b143205b219588a0c5e88e",N/A,2017-10-17T07:02:34.298Z,0.000,0,No
"8755fa5691d75be79e3a49c41e77976b",N/A,2017-10-17T07:02:34.299Z,0.000,0,No
"87a5ddfbdfd575047ac6e07ba9277c15",N/A,2017-10-17T07:02:34.293Z,0.000,0,No
"87fe066b1f00c8531f1519688fc1449e",N/A,2017-10-17T07:02:34.292Z,0.000,0,No
"8868e6a927de7bd010383e33e330731a",N/A,2017-10-17T07:02:34.295Z,0.000,0,No
"8899a5529ea044fc296f015e9c6bf193",N/A,2017-10-17T07:02:34.298Z,0.000,0,No
"8a193423ba06df0e84af0d0b3bb04a91",N/A,2017-10-17T07:02:34.295Z,0.000,0,No
"8ad5801e5b3625f38c079f02a87be2b0",N/A,2017-10-17T07:02:34.293Z,0.000,0,No
"8b6892137836b5e8dd2c2b06bae80040",N/A,2017-10-17T07:02:34.296Z,0.000,0,No
"8b9fe4a8169f0c3a20805cc78ab9a523",N/A,2017-10-17T07:02:34.294Z,0.000,0,No
"8c00ba760db7635051f2a2aff3d11b20",N/A,2017-10-17T07:02:34.295Z,0.000,0,No
"8c3ea54d1800e12fc00f9a4bf09bfb11",N/A,2017-10-17T07:02:34.297Z,0.000,0,No
"8d394e981d9b3185a429559ab486900b",N/A,2017-10-17T07:02:34.292Z,0.000,0,No
"8d7cee02784daa41d6c01467fc100803",N/A,2017-10-17T07:02:34.293Z,0.000,0,No
"8de7f46db6bc043a825ef9814a65eab1",N/A,2017-10-17T07:02:34.292Z,0.000,0,No
"8e224d4244d7d2834e9f630c8533054d",N/A,2017-10-17T07:02:34.293Z,0.000,0,No
"8ef6d2ad68a49ddf08a7b66ca2e9bbc8",N/A,2017-10-17T07:02:34.298Z,0.000,0,No
"8f23f062d073d9520a2a8efbbc25b3b2",N/A,2017-10-17T07:02:34.292Z,0.000,0,No
"8fcc3af2abbb7411d51e801e5075fe58",N/A,2017-10-17T07:02:34.296Z,0.000,0,No
"90739ddb5059423ab683a57912c2e550",N/A,2017-10-17T07:02:34.296Z,0.000,0,No
"90c8ff6297f36338e0aff0d35f594a28",N/A,2017-10-17T07:02:34.292Z,0.000,0,No
"9313c20f3e7c438f180ac014ed437e3e",N/A,2017-10-17T07:02:34.297Z,0.000,0,No
"940656dbe901da0e05602e425cff232d",N/A,2017-10-17T07:02:34.297Z,0.000,0,No
"94f7e3efaed95b0b314f813632205e94",N/A,2017-10-17T07:02:34.293Z,0.000,0,No
"9583c0209c9852f41ca34b6c0fd1de81",N/A,2017-10-17T07:02:34.292Z,0.000,0,No
"95d43d02da92b682d8056b7fe5d6295f",N/A,2017-10-17T07:02:34.299Z,0.000,0,No
"97b4fe73dabff3f45148d4c8f9ea66d5",N/A,2017-10-17T07:02:34.296Z,0.000,0,No
"9cc281f9b82f7b438a07ae790f673ec0",N/A,2017-10-17T07:02:34.295Z,0.000,0,No
"9cc9b140ad91edae6e7d3e00dac73e71",N/A,2017-10-17T07:02:34.292Z,0.000,0,No
"9ce2032ca52598c041768fd086c67c38",N/A,2017-10-17T07:02:34.292Z,0.000,0,No
"9ef125e5b09b729506f225b823871b6f",N/A,2017-10-17T07:02:34.293Z,0.000,0,No
"9f2a735fcec53a449ecd70821523acaf",N/A,2017-10-17T07:02:34.296Z,0.000,0,No
"9fa9a4e98d8f24350726be3a2a655673",N/A,2017-10-17T07:02:34.293Z,0.000,0,No
"a14d467331a7174dbf1568be582a35e1",N/A,2017-10-17T07:02:34.293Z,0.000,0,No
"a200ba9ca7cd4bd10c1f19cf176529da",N/A,2017-10-17T07:02:34.295Z,0.000,0,No
"a6ec3f48c6cece196f40c81b1c960099",N/A,2017-10-17T07:02:34.297Z,0.000,0,No
"a7bae46c9ab1b03d0203975e644ec7d0",N/A,2017-10-17T07:02:34.293Z,0.000,0,No
"a91e923b66c8b8f163ff1084699a4f0a",N/A,2017-10-17T07:02:34.298Z,0.000,0,No
"aa2a16e22b554b46c5ca3e094c587c05",N/A,2017-10-17T07:02:34.292Z,0.000,0,No
"aabe13ec6a575f117e68db8f724b0f8d",N/A,2017-10-17T07:02:34.294Z,0.000,0,No
"aba44bc3d279e024651584d2f0f5dfb5",N/A,2017-10-17T07:02:34.296Z,0.000,0,No
"ac1125c1a707e3a2bf12a7720920a5db",N/A,2017-10-17T07:02:34.299Z,0.000,0,No
"ac996954406a0b7794494b6ddeafab1d",N/A,2017-10-17T07:02:34.294Z,0.000,0,No
"adb6307ff26ce273a1f43c4c2ee51b90",N/A,2017-10-17T07:02:34.297Z,0.000,0,No
"adf989d32ef5d207ce200869d1aa4b65",N/A,2017-10-17T07:02:34.294Z,0.000,0,No
"ae8cd6c5deb2ab8ef5b9fd5144d00874",N/A,2017-10-17T07:02:34.294Z,0.000,0,No
"aefbd09f97c47a02b87a5453523e35fc",N/A,2017-10-17T07:02:34.292Z,0.000,0,No
"b294e94baf7d9f883c5a3a5ab3c2d032",N/A,2017-10-17T07:02:34.298Z,0.000,0,No
"b3cd24d4520eddd77f66c783e1354ad6",N/A,2017-10-17T07:02:34.295Z,0.000,0,No
"bd19eadaec0dd83fa692456459e37dfe",N/A,2017-10-17T07:02:34.298Z,0.000,0,No
"be3aacf3b8913ba15d7307daa2292d8f",N/A,2017-10-17T07:02:34.298Z,0.000,0,No
"bf9e3c115417ee1dd0bf1ff06c1a09ec",N/A,2017-10-17T07:02:34.297Z,0.000,0,No
"c044a058a645b93bb5c6589071f4c48f",N/A,2017-10-17T07:02:34.297Z,0.000,0,No
"c09867da94fe99a69bf5f91228bfc1e7",N/A,2017-10-17T07:02:34.296Z,0.000,0,No
"c18f03bd009e69e1706cd39188856f25",N/A,2017-10-17T07:02:34.296Z,0.000,0,No
"c2024902d8efc831c2f9af3420a15c68",N/A,2017-10-17T07:02:34.295Z,0.000,0,No
"c3d546f03b57cccf3859aadd189501ea",N/A,2017-10-17T07:02:34.298Z,0.000,0,No
"c513664aa5a2b36bf8bd4e1b9cd82dc3",N/A,2017-10-17T07:02:34.297Z,0.000,0,No
"c6177b5ebb38fcc72d03c197c0f250c4",N/A,2017-10-17T07:02:34.296Z,0.000,0,No
"c6ba48febe5f1e8301fa88299f855a04",N/A,2017-10-17T07:02:34.296Z,0.000,0,No
"c8cdfab92f3a9b22b754d0b9815b4b4e",N/A,2017-10-17T07:02:34.297Z,0.000,0,No
"c9398f8a3be5efd99dce5d2ff1a9e13a",N/A,2017-10-17T07:02:34.294Z,0.000,0,No
"cc904dd6436f67d12e41f6b2b718433c",N/A,2017-10-17T07:02:34.294Z,0.000,0,No
"cdcbf4670875acfd4dabc5c62c6cbeaf",N/A,2017-10-17T07:02:34.298Z,0.000,0,No
"cea7ab3f31894757a8516bec7f62660e",N/A,2017-10-17T07:02:34.293Z,0.000,0,No
"cec6ecfaebc2d41a2327934f19665173",N/A,2017-10-17T07:02:34.293Z,0.000,0,No
"ceefe19dbe6ad2cdde4ef2d5c19acaca",N/A,2017-10-17T07:02:34.297Z,0.000,0,No
"d239f500986a070f5a038b4c00e2b007",N/A,2017-10-17T07:02:34.292Z,0.000,0,No
"d2abd5f1a26c82ddf8f98e1305d4a4d8",N/A,2017-10-17T07:02:34.293Z,0.000,0,No
"d3b68fdabdc32f5bbf459b167b9d2c3d",N/A,2017-10-17T07:02:34.298Z,0.000,0,No
"d6d8b91155ccd272a2b22431d824c283",N/A,2017-10-17T07:02:34.296Z,0.000,0,No
"d6ef3431990b3fa6ba2fdcb4448a4fd0",N/A,2017-10-17T07:02:34.296Z,0.000,0,No
"daa15b6cac72eb18f987124008acc2ba",N/A,2017-10-17T07:02:34.298Z,0.000,0,No
"daa7ab58ea386a918c8b3b1151e2f954",N/A,2017-10-17T07:02:34.293Z,0.000,0,No
"db49dd65099490b8ac634d0e83081955",N/A,2017-10-17T07:02:34.296Z,0.000,0,No
"dc8fa3a65a9b80d660825d2fe2435e0f",N/A,2017-10-17T07:02:34.298Z,0.000,0,No
"ddff9ab15295187f85f602e136695097",N/A,2017-10-17T07:02:34.295Z,0.000,0,No
"de6ca1591675c5e2fece867ae6dc7f93",N/A,2017-10-17T07:02:34.297Z,0.000,0,No
"deb641e33d40b56f584fb9f8b7708d49",N/A,2017-10-17T07:02:34.293Z,0.000,0,No
"e17c35fbd5fa291b85a296ee512a6d25",N/A,2017-10-17T07:02:34.293Z,0.000,0,No
"e2c958decefb6bc4c3bb06a50bf1cd06",N/A,2017-10-17T07:02:34.295Z,0.000,0,No
"e481d6b0a5a5a26b483d1bfdb1405d6a",N/A,2017-10-17T07:02:34.293Z,0.000,0,No
"e5ec1500dcb956676c0b219711ecef79",N/A,2017-10-17T07:02:34.293Z,0.000,0,No
"e7c50ea72de30269d02c84c49ebd8908",N/A,2017-10-17T07:02:34.293Z,0.000,0,No
"e8d9cea66a1b999edec5277e7ffb046a",N/A,2017-10-17T07:02:34.297Z,0.000,0,No
"ea6b3206f1409c3a53bb92af3259a4ff",N/A,2017-10-17T07:02:34.294Z,0.000,0,No
"eaa8312ece60de3f4904662441616387",N/A,2017-10-17T07:02:34.297Z,0.000,0,No
"ec4871844a26668db7a5e48c0a0ca055",N/A,2017-10-17T07:02:34.293Z,0.000,0,No
"eedb4bfac459851af122a023db142186",N/A,2017-10-17T07:02:34.294Z,0.000,0,No
"f1c55e09c94156aa8c382b7b6e63b290",N/A,2017-10-17T07:02:34.298Z,0.000,0,No
"f35c8661db3774fc6f5d15361a6726c2",N/A,2017-10-17T07:02:34.295Z,0.000,0,No
"f4f5067b0bee6f5b886dabbba6416ffa",N/A,2017-10-17T07:02:34.293Z,0.000,0,No
"f54933234287b5362cde63a3ee01a51b",N/A,2017-10-17T07:02:34.294Z,0.000,0,No
"f558a14015e6c2f5b2daa1053e264985",N/A,2017-10-17T07:02:34.292Z,0.000,0,No
"f5aeb5461fdb5f6f96426c58012ba22d",N/A,2017-10-17T07:02:34.295Z,0.000,0,No
"f809395ac4558198da9f9a52cce608e2",N/A,2017-10-17T07:02:34.295Z,0.000,0,No
"f9821e5516a69dd05e5d475c9160f1f9",N/A,2017-10-17T07:02:34.293Z,0.000,0,No
"fb85394ee5fbda7edaeb0d9b5546af05",N/A,2017-10-17T07:02:34.298Z,0.000,0,No
"fc0026dccc1bdf5d5411ee5136c86238",N/A,2017-10-17T07:02:34.298Z,0.000,0,No
"fd5bb967d5ef961223bf125915723311",N/A,2017-10-17T07:02:34.295Z,0.000,0,No
"fdaefc365ab2d01251d91023a9505c9b",N/A,2017-10-17T07:02:34.292Z,0.000,0,No
"feeaf27180df7a1064cb7d29bad8f55d",N/A,2017-10-17T07:02:34.296Z,0.000,0,No
"ff47a4063f0e4790f7b64523330d5b24",N/A,2017-10-17T07:02:34.296Z,0.000,0,No
"ff7a1bee3ed2146e7b779a0b04241e49",N/A,2017-10-17T07:02:34.293Z,0.000,0,No
"0dcffad19fe000cef70a2c2bd5dfe69a",N/A,2017-10-17T08:17:42.133Z,0.000,0,No
"6648c607cc1d80de3793111f1ebe6ac6",N/A,2017-10-17T09:26:25.745Z,0.000,0,No
"91583980db058f3ac72717ffc5c3073e",N/A,2017-10-17T09:26:25.745Z,0.000,0,No
"a73865392a828a8ea6cff2b0ab75187a",N/A,2017-10-18T07:57:58.133Z,0.000,0,No
"a583185f1b857e26e1dcc45e508f22d0",N/A,2017-10-18T07:58:21.730Z,0.000,0,No
"ee4c3e0960ca8c3ea8a7500db7433e34",N/A,2017-10-18T07:58:21.730Z,0.000,0,No
"ba169c3a43404388030a3bdb7c603a59",N/A,2017-10-18T07:59:56.709Z,0.000,0,No
"4cc54a54c6228f942c51ad193fda5518",N/A,2017-10-18T19:36:09.968Z,0.000,0,No
"0c0a96a19a8d5cde77e0003ccb2c5a2e",N/A,2017-10-18T21:17:10.966Z,0.000,0,No
"291d36b65b72c3c42b1ef388574ae044",N/A,2017-10-18T21:17:10.966Z,0.000,0,No
"3be51d9ed2b91feff1ff0744d494382c",N/A,2017-10-19T07:46:10.306Z,0.000,0,No
"8c88c940920b6ed0628788983b173255",N/A,2017-10-19T07:46:10.306Z,0.000,0,No
"ef744ef77c0ac5633fa7f66421b10eaa",N/A,2017-10-19T07:46:18.373Z,0.000,0,No
"cf42c571491ac5880bd0e1a18066fa74",N/A,2017-10-19T07:47:45.436Z,0.000,0,No
"282217d28c4a099ad69b29129607966d",N/A,2017-10-19T07:57:12.820Z,0.000,0,No
"78e377106f12471527fa6b85436e0c97",N/A,2017-10-19T08:24:07.092Z,0.000,1,Yes
"5a108238e9f8d881b86cf9f04b7738f4",N/A,2017-10-19T12:51:45.010Z,0.000,0,No
"b3acf020d46b46785984510f9ff22aa9",N/A,2017-10-19T19:41:52.453Z,0.000,0,No
"d52b2fd1a4409dc458ff0c80abe504d6",N/A,2017-10-20T05:37:53.088Z,0.000,0,No
"a9d3b826d568843ea058b7c76ce59051",N/A,2017-10-20T05:58:35.905Z,0.000,0,No
"e8acfd4a1d0acd9aecda5c811d7119d6",N/A,2017-10-20T22:17:20.728Z,0.000,0,No
"1a34520b86b720d144b3a8f083ab6e71",N/A,2017-10-21T01:09:08.180Z,0.000,0,No
"93a6694df3bac66a50af45716d5049b2",N/A,2017-10-21T05:38:13.252Z,0.000,0,No
"9ef9ff54504a7107ea5acd44d6a13dd2",N/A,2017-10-21T05:38:13.252Z,0.000,0,No
"de182d9329f42efe671eee374fe43469",N/A,2017-10-21T05:38:13.251Z,0.000,0,No
"1c5374c58903989ca9888ae82139034d",N/A,2017-10-22T01:05:44.033Z,0.000,0,No
"245fd7a0a64ece4ab64cabc0085de180",N/A,2017-10-22T01:05:44.033Z,0.000,0,No
"5cb22cd263b6b73f40667b1914dd3bb1",N/A,2017-10-22T01:05:44.033Z,0.000,0,No
"8df8d686aa43e0fab5377ab98c863f8b",N/A,2017-10-22T01:05:44.033Z,0.000,0,No
"b4f74cf41d64f7b8d9ce0cb689e365fe",N/A,2017-10-22T01:05:44.033Z,0.000,0,No
"c5db47c24720985d7d4552591aa0f89d",N/A,2017-10-22T01:05:44.033Z,0.000,0,No
"db04da3530a565b66ec66064919695f3",N/A,2017-10-22T01:05:44.033Z,0.000,0,No
"e16ac3719d54e4b0fa7e1c419f59519d",N/A,2017-10-22T01:05:44.033Z,0.000,0,No
"8646c759ad38a847c79e315382aa3e07",N/A,2017-10-22T19:18:41.866Z,0.000,0,No
"d54fb7d0f297b32e6d32b27d31b09111",N/A,2017-10-22T19:18:41.866Z,0.000,0,No
"0d59eda2b0f5c4784a997e2f2e298250",N/A,2017-10-23T07:31:00.242Z,0.000,0,No
"9bf9dad52ae733b5607e925df21a1eea",N/A,2017-10-23T07:31:00.242Z,0.000,0,No
"e6820ca3f74276d1d6a2f00044f2b153",N/A,2017-10-23T07:31:00.242Z,0.000,0,No
"fd255a96f7ef8486512045afd189f58a",N/A,2017-10-23T07:31:00.242Z,0.000,0,No
"36cbe66df645af5ba16d6ace0b3c7b63",N/A,2017-10-23T07:32:52.549Z,0.000,0,No
"92faeb259885f7df32a77013b4698981",N/A,2017-10-23T07:32:52.549Z,0.000,0,No
"c65e0ca8af7e5c227a7d6070b14dab4f",N/A,2017-10-23T07:32:52.549Z,0.000,0,No
"179c27385dfc8c7f3b7f6845898b6f43",N/A,2017-10-23T19:14:38.333Z,0.000,0,No
"4dee99dc65c2dd357d88dcf6b6f47ad9",N/A,2017-10-23T19:14:38.333Z,0.000,0,No
"8461ec5187146b580c28ea3c4994b788",N/A,2017-10-23T19:14:38.334Z,0.000,0,No
"a9d75975d9e0cc047bca54fbe010c7cf",N/A,2017-10-23T19:14:38.333Z,0.000,0,No
"def6c08af31d484f26a88de2f46ed728",N/A,2017-10-23T19:14:38.333Z,0.000,0,No
"aeafcd7f37f8d96cb321cea631c7aef0",N/A,2017-10-24T05:19:10.441Z,0.000,0,No
"ca3f7dfa91cef271bb3e13823d372e6d",N/A,2017-10-24T05:19:10.441Z,0.000,0,No
"16fba33bcff37fb5e723e6bb9448f11e",N/A,2017-10-24T08:28:43.804Z,0.000,0,No
"d6b0b75bed399b2b5193bee36f66d396",N/A,2017-10-24T08:28:43.804Z,0.000,0,No
"386b05a505a201c9ee9ae4493afe08b3",N/A,2017-10-24T18:31:32.438Z,0.000,0,No
"581e6fabdfa3e524ad6064689ff686f7",N/A,2017-10-24T18:31:32.438Z,0.000,0,No
"67bd15422f9a09e71196feb9107d443a",N/A,2017-10-24T18:31:32.438Z,0.000,0,No
"e19215304b3022e15c4ea44cae8c17df",N/A,2017-10-24T18:31:32.438Z,0.000,0,No
"e29a20f8dda5cc45fef17201ddbf5286",N/A,2017-10-24T18:31:32.438Z,0.000,0,No
"2ec4927494b9fb5c37fcc0c290d8ca26",N/A,2017-10-25T06:21:42.202Z,0.000,0,No
"eb26a4c2403231942c772fd7f5f13c17",N/A,2017-10-25T06:21:42.202Z,0.000,0,No
"171ccd720446f1bc36145ba0ec75a8ee",N/A,2017-10-26T04:37:25.160Z,0.000,0,No
"39da76be927040f09e1a9f600fbc7682",N/A,2017-10-26T04:37:25.160Z,0.000,0,No
"45fa07f525579767390e038f3bd950b0",N/A,2017-10-26T04:37:25.160Z,0.000,0,No
"92676ae95a1bba148e81d250855af5f7",N/A,2017-10-26T04:37:25.160Z,0.000,0,No
"d0be6bd0a96377a2c183225ba34974c8",N/A,2017-10-26T04:37:25.160Z,0.000,0,No
"eebdc47a53e70ed8ffbd9feaaa760bf4",N/A,2017-10-26T12:59:47.835Z,0.000,0,No
"f44937383ab1c53f56ef73048891b05f",N/A,2017-10-26T12:59:47.835Z,0.000,0,No
"0c3ff526829ede964b426db44795a310",N/A,2017-10-26T20:03:03.521Z,0.000,0,No
"d8887dd82833cc4f4a429d135415de23",N/A,2017-10-26T21:23:59.930Z,0.000,0,No
"3046ca3d874a8ed8aee989f186181049",N/A,2017-10-27T05:32:19.185Z,0.000,0,No
"af2e80b525cd463b2c4bae35060e7ca2",N/A,2017-10-27T05:32:19.185Z,0.000,0,No
"d9cfeb2e6c5f86fe75ff73e7e16e3c18",N/A,2017-10-27T05:32:19.185Z,0.000,0,No
"4fe927a82829a95017ae04a2261c6b9a",N/A,2017-10-27T23:42:53.529Z,0.000,0,No
"2ce6abba5cef42b6f614158796d37cb7",N/A,2017-10-28T03:57:55.627Z,0.000,0,No
"3bca9e3ac9819d46a92d7aceaf422560",N/A,2017-10-28T03:57:55.627Z,0.000,0,No
"5975c2066bd446ed50de2060fc8cf448",N/A,2017-10-28T03:57:55.627Z,0.000,0,No
"5edc0fa797203636405fbd9651f53c49",N/A,2017-10-28T03:57:55.627Z,0.000,0,No
"9ee8b2bbe4daaedd53744a30d9a98f76",N/A,2017-10-28T03:57:55.627Z,0.000,0,No
"f8ff85aad55624bbac7bc0eb1822abaa",N/A,2017-10-28T05:17:36.618Z,0.000,1,Yes
"e8df1d27623db84f8a2c1649df2bc669",N/A,2017-10-28T05:27:19.513Z,0.000,1,Yes
