Apple ID Number,Order Number,Item Purchased Date,Content Type,Item Reference Number,Item Description,Seller,Device Identifier,Device Details,Device IP Address
1332525800,R5SKVLJZKS3,2019-05-20T14:55:43Z,iOS and tvOS Apps,1145815975,Scheduled App,Scheduled B.V.,4d09c5bfe3dfe758cf0a794309c8b24962105ec9,"com.apple.AppStore.ProductPageExtension/1.0 iOS/12.2 model/iPhone8,2 hwp/s8003 build/16E227 (6; dt:142)",193.119.58.91
1332525800,R5SKTGXLBJD,2019-05-02T05:40:20Z,iOS and tvOS Apps,952977781,Adobe Digital Editions,Adobe Inc.,4d09c5bfe3dfe758cf0a794309c8b24962105ec9,"AppStore/3.0 iOS/12.2 model/iPhone8,2 hwp/s8003 build/16E227 (6; dt:142)",1.129.111.204
1332525800,R5SKSY2QKV7,2019-04-23T12:48:04Z,iOS and tvOS Apps,1006393168,The Battle of Polytopia,Midjiwan AB,4d09c5bfe3dfe758cf0a794309c8b24962105ec9,"AppStore/3.0 iOS/12.2 model/iPhone8,2 hwp/s8003 build/16E227 (6; dt:142)",202.168.16.135
1332525800,R5SKSTW91D8,2019-04-21T06:47:34Z,iOS and tvOS Apps,639881495,Imgur - Meme & GIF Maker,"Imgur, Inc.",4d09c5bfe3dfe758cf0a794309c8b24962105ec9,"AppStore/3.0 iOS/12.2 model/iPhone8,2 hwp/s8003 build/16E227 (6; dt:142)",1.129.109.191
1332525800,R5SKQ9VNX4B,2019-03-28T22:13:30Z,iOS and tvOS Apps,472662922,SpectrumView,Oxford Wave Research Ltd.,4d09c5bfe3dfe758cf0a794309c8b24962105ec9,"com.apple.AppStore.ProductPageExtension/1.0 iOS/12.1.4 model/iPhone8,2 hwp/s8003 build/16D57 (6; dt:142)",1.144.105.76
1332525800,R5SKNM8KQFY,2019-03-18T06:10:52Z,iOS and tvOS Apps,976577934,IKEA Store,IKEA IT AB,4d09c5bfe3dfe758cf0a794309c8b24962105ec9,"AppStore/3.0 iOS/12.1.4 model/iPhone8,2 hwp/s8003 build/16D57 (6; dt:142)",1.144.105.216
1332525800,R5SKNK5NFF2,2019-03-16T12:24:17Z,iOS and tvOS Apps,631980748,PaperShip - Mendeley & Zotero,shazino,4d09c5bfe3dfe758cf0a794309c8b24962105ec9,"AppStore/3.0 iOS/12.1.4 model/iPhone8,2 hwp/s8003 build/16D57 (6; dt:142)",203.220.204.140
1332525800,R5SKNJW49S3,2019-03-16T06:42:57Z,iOS and tvOS Apps,1451032483,iVote Verification,NEW SOUTH WALES ELECTORAL COMMISSION,4d09c5bfe3dfe758cf0a794309c8b24962105ec9,"AppStore/3.0 iOS/12.1.4 model/iPhone8,2 hwp/s8003 build/16D57 (6; dt:142)",203.220.204.140
1332525800,R5SKN577YQ9,2019-03-10T00:29:10Z,iOS and tvOS Apps,1166823295,Linkt,TRANSURBAN LIMITED,4d09c5bfe3dfe758cf0a794309c8b24962105ec9,"AppStore/3.0 iOS/12.1.4 model/iPhone8,2 hwp/s8003 build/16D57 (6; dt:142)",14.200.205.205
1332525800,R5SKMHTH4YH,2019-02-27T09:30:08Z,iOS and tvOS Apps,746894884,Google Play Movies & TV,Google LLC,4d09c5bfe3dfe758cf0a794309c8b24962105ec9,"com.apple.AppStore.ProductPageExtension/1.0 iOS/12.1.2 model/iPhone8,2 hwp/s8003 build/16C101 (6; dt:142)",14.200.206.229
1332525800,R5SKMHT7YFN,2019-02-27T09:23:31Z,iOS and tvOS Apps,545519333,Amazon Prime Video,AMZN Mobile LLC,4d09c5bfe3dfe758cf0a794309c8b24962105ec9,"com.apple.AppStore.ProductPageExtension/1.0 iOS/12.1.2 model/iPhone8,2 hwp/s8003 build/16C101 (6; dt:142)",14.200.206.229
1332525800,R5SKM3486H2,2019-02-20T09:44:06Z,iOS and tvOS Apps,458023433,Splitwise,"Splitwise, Inc.",4d09c5bfe3dfe758cf0a794309c8b24962105ec9,"AppStore/3.0 iOS/12.1.2 model/iPhone8,2 hwp/s8003 build/16C101 (6; dt:142)",61.68.81.76
1332525800,R5SKL47K4YN,2019-02-03T22:40:44Z,iOS and tvOS Apps,574820474,Cellopark Australia,cellopark technology LTD,4d09c5bfe3dfe758cf0a794309c8b24962105ec9,"AppStore/3.0 iOS/12.1.2 model/iPhone8,2 hwp/s8003 build/16C101 (6; dt:142)",1.129.111.121
1332525800,R5SKL0G5GKF,2019-02-01T09:47:34Z,iOS and tvOS Apps,915249334,Shortcuts,Apple Inc.,4d09c5bfe3dfe758cf0a794309c8b24962105ec9,"AppStore/3.0 iOS/12.1.2 model/iPhone8,2 hwp/s8003 build/16C101 (6; dt:142)",58.171.68.28
1332525800,R5SKL04TVB4,2019-02-01T06:01:28Z,iOS and tvOS Apps,974748812,GIPHY: The GIF Search Engine,"Giphy, Inc.",4d09c5bfe3dfe758cf0a794309c8b24962105ec9,"AppStore/3.0 iOS/12.1.2 model/iPhone8,2 hwp/s8003 build/16C101 (6; dt:142)",1.144.109.193
1332525800,R5SKKS2B1FS,2019-01-28T21:31:05Z,iOS and tvOS Apps,284876795,TripAdvisor Hotels Restaurants,TripAdvisor,4d09c5bfe3dfe758cf0a794309c8b24962105ec9,"AppStore/3.0 iOS/12.1.2 model/iPhone8,2 hwp/s8003 build/16C101 (6; dt:142)",1.129.111.164
1332525800,R5SKKJTFW6Q,2019-01-25T04:17:23Z,iOS and tvOS Apps,406768449,Parkmobile,Cobalt Telephone Technologies Ltd,4d09c5bfe3dfe758cf0a794309c8b24962105ec9,"AppStore/3.0 iOS/12.1.2 model/iPhone8,2 hwp/s8003 build/16C101 (6; dt:142)",1.144.107.248
1332525800,R5SKK3LN2ZW,2019-01-17T09:14:53Z,iOS and tvOS Apps,616626316,ALDImobile,MEDION AUSTRALIA PTY LIMITED,4d09c5bfe3dfe758cf0a794309c8b24962105ec9,"AppStore/3.0 iOS/12.1.2 model/iPhone8,2 hwp/s8003 build/16C101 (6; dt:142)",1.144.110.164
1332525800,R5SKK12VB89,2019-01-15T23:19:41Z,iOS and tvOS Apps,1055281310,Philips Hue,Signify Netherlands B.V.,4d09c5bfe3dfe758cf0a794309c8b24962105ec9,"AppStore/3.0 iOS/12.1.2 model/iPhone8,2 hwp/s8003 build/16C101 (6; dt:142)",115.64.165.111
1332525800,R5SKJZ8Z7FD,2019-01-14T22:52:45Z,iOS and tvOS Apps,970107419,HelloFresh,Hellofresh GmbH,4d09c5bfe3dfe758cf0a794309c8b24962105ec9,"AppStore/3.0 iOS/12.1.2 model/iPhone8,2 hwp/s8003 build/16C101 (6; dt:142)",115.64.165.111
1332525800,R5SKJL7S7LJ,2019-01-08T01:54:15Z,iOS and tvOS Apps,1303242160,myTOMRA,Tomra Systems ASA,4d09c5bfe3dfe758cf0a794309c8b24962105ec9,"com.apple.AppStore.ProductPageExtension/1.0 iOS/12.1.2 model/iPhone8,2 hwp/s8003 build/16C101 (6; dt:142)",1.144.107.168
1332525800,R5SKDZ9JLHD,2018-11-04T21:45:08Z,iOS and tvOS Apps,944011620,Amazon Alexa,AMZN Mobile LLC,4d09c5bfe3dfe758cf0a794309c8b24962105ec9,"AppStore/3.0 iOS/12.0.1 model/iPhone8,2 hwp/s8003 build/16A404 (6; dt:142)",14.203.202.50
1332525800,R5SKB312G52,2018-10-07T12:17:56Z,iOS and tvOS Apps,930441707,Bumble - Meet New People,Bumble Holding Limited,4d09c5bfe3dfe758cf0a794309c8b24962105ec9,"AppStore/3.0 iOS/11.4.1 model/iPhone8,2 hwp/s8003 build/15G77 (6; dt:142)",124.168.113.63
1332525800,R5SK99M5YJV,2018-09-26T21:21:33Z,iOS and tvOS Apps,448155923,Decibel X:dB Sound Level Meter,SkyPaw Co. Ltd,4d09c5bfe3dfe758cf0a794309c8b24962105ec9,"com.apple.AppStore.ProductPageExtension/1.0 iOS/11.4.1 model/iPhone8,2 hwp/s8003 build/15G77 (6; dt:142)",121.216.120.125
1332525800,R5SK8ZD0H3S,2018-09-21T22:07:35Z,iOS and tvOS Apps,547702041,Tinder,Tinder Inc.,4d09c5bfe3dfe758cf0a794309c8b24962105ec9,"AppStore/3.0 iOS/11.4.1 model/iPhone8,2 hwp/s8003 build/15G77 (6; dt:142)",1.129.105.51
1332525800,R5SK8NH70SD,2018-09-17T21:28:56Z,iOS and tvOS Apps,414706506,Google Translate,Google LLC,4d09c5bfe3dfe758cf0a794309c8b24962105ec9,"StoreKitUIService/1.0 iOS/11.4.1 model/iPhone8,2 hwp/s8003 build/15G77 (6; dt:142)",1.129.104.38
1332525800,R5SK4YBW5M4,2018-07-24T20:19:25Z,iOS and tvOS Apps,1017492454,YouTube Music,Google LLC,4d09c5bfe3dfe758cf0a794309c8b24962105ec9,"MobileStore/1.0 iOS/11.4 model/iPhone8,2 hwp/s8003 build/15F79 (6; dt:142)",121.218.169.58
1332525800,R5SK4717HYH,2018-07-14T05:43:47Z,iOS and tvOS Apps,650276551,Seven - 7 Minute Workout,Perigee AB,4d09c5bfe3dfe758cf0a794309c8b24962105ec9,"AppStore/3.0 iOS/11.4 model/iPhone8,2 hwp/s8003 build/15F79 (6; dt:142)",60.240.10.120
1332525800,R5SK46Q0H0D,2018-07-14T01:26:59Z,iOS and tvOS Apps,986238829,Teachers Health,Teachers Federation Health Ltd,4d09c5bfe3dfe758cf0a794309c8b24962105ec9,"com.apple.AppStore.ProductPageExtension/1.0 iOS/11.4 model/iPhone8,2 hwp/s8003 build/15F79 (6; dt:142)",60.240.10.120
1332525800,R5SK3Z1F60M,2018-07-10T06:51:05Z,iOS and tvOS Apps,539108382,Lapse It,INTERACTIVE UNIVERSE CREATIVE SOFTWARES EIRELI,4d09c5bfe3dfe758cf0a794309c8b24962105ec9,"com.apple.AppStore.ProductPageExtension/1.0 iOS/11.4 model/iPhone8,2 hwp/s8003 build/15F79 (6; dt:142)",121.44.100.26
1332525800,R5SK26ZTXM0,2018-06-14T06:08:38Z,iOS and tvOS Apps,610214220,Card Plus,New South Wales Teachers Federation,4d09c5bfe3dfe758cf0a794309c8b24962105ec9,"AppStore/3.0 iOS/11.4 model/iPhone8,2 hwp/s8003 build/15F79 (6; dt:142)",1.144.106.84
1332525800,R5SK05SN63N,2018-05-13T12:43:34Z,iOS and tvOS Apps,756540885,Unblock My Car - Park Move Out,Huiying YIN,4d09c5bfe3dfe758cf0a794309c8b24962105ec9,"AppStore/3.0 iOS/11.3.1 model/iPhone8,2 hwp/s8003 build/15E302 (6; dt:142)",101.174.68.64
1332525800,R5SJZWXNNNG,2018-05-08T03:46:31Z,iOS and tvOS Apps,569816828,The EducationHQ App,Tempo Media Pty Ltd,4d09c5bfe3dfe758cf0a794309c8b24962105ec9,"MobileStore/1.0 iOS/11.3 model/iPhone8,2 hwp/s8003 build/15E216 (6; dt:142)",1.129.110.63
1332525800,R5SJZB7X153,2018-04-30T01:11:11Z,iOS and tvOS Apps,586612052,Mathspace,Mathspace PTY LTD,4d09c5bfe3dfe758cf0a794309c8b24962105ec9,"AppStore/3.0 iOS/11.3 model/iPhone8,2 hwp/s8003 build/15E216 (6; dt:142)",1.144.105.170
1332525800,R5SJZ8ZM09M,2018-04-28T23:25:28Z,iOS and tvOS Apps,911813648,SwiftKey Keyboard,TouchType Ltd,4d09c5bfe3dfe758cf0a794309c8b24962105ec9,"AppStore/3.0 iOS/11.3 model/iPhone8,2 hwp/s8003 build/15E216 (6; dt:142)",1.144.107.165
1332525800,R5SJYS83YK0,2018-04-19T21:56:57Z,iOS and tvOS Apps,309620151,TripCase,Sabre Inc,4d09c5bfe3dfe758cf0a794309c8b24962105ec9,"AppStore/3.0 iOS/11.3 model/iPhone8,2 hwp/s8003 build/15E216 (6; dt:142)",60.240.10.120
1332525800,R5SJYGGB73G,2018-04-15T13:31:15Z,iOS and tvOS Apps,1330123889,PUBG MOBILE,Tencent Mobile International Limited,4d09c5bfe3dfe758cf0a794309c8b24962105ec9,"AppStore/3.0 iOS/11.3 model/iPhone8,2 hwp/s8003 build/15E216 (6; dt:142)",60.240.10.120
1332525800,R5SJXL47FJB,2018-04-01T02:52:41Z,iOS and tvOS Apps,442415567,Brainscape - Smart Flashcards,"Bold Learning Solutions, Inc.",4d09c5bfe3dfe758cf0a794309c8b24962105ec9,"com.apple.AppStore.ProductPageExtension/1.0 iOS/11.2.6 model/iPhone8,2 hwp/s8003 build/15D100 (6; dt:142)",60.240.10.120
1332525800,R5SJXL3N5QJ,2018-04-01T02:28:36Z,iOS and tvOS Apps,385952415,Learn World Geography,"Bold Learning Solutions, Inc.",4d09c5bfe3dfe758cf0a794309c8b24962105ec9,"AppStore/3.0 iOS/11.2.6 model/iPhone8,2 hwp/s8003 build/15D100 (6; dt:142)",60.240.10.120
1332525800,R5SJXK5FT6D,2018-03-31T11:04:00Z,iOS and tvOS Apps,454862619,Best Brokers Stock Market Game,cdef GmbH,4d09c5bfe3dfe758cf0a794309c8b24962105ec9,"AppStore/3.0 iOS/11.2.6 model/iPhone8,2 hwp/s8003 build/15D100 (6; dt:142)",60.240.10.120
1332525800,R5SJX9WB4XD,2018-03-28T08:55:10Z,iOS and tvOS Apps,568839295,Blinkist: Read in 15 minutes,Blinks Labs GmbH,4d09c5bfe3dfe758cf0a794309c8b24962105ec9,"AppStore/3.0 iOS/11.2.6 model/iPhone8,2 hwp/s8003 build/15D100 (6; dt:142)",101.174.81.12
1332525800,R5SJX7DKFHX,2018-03-27T05:18:20Z,iOS and tvOS Apps,1241932661,Scan-IT to Office,TEC-IT Datenverarbeitung GmbH,4d09c5bfe3dfe758cf0a794309c8b24962105ec9,"AppStore/3.0 iOS/11.2.6 model/iPhone8,2 hwp/s8003 build/15D100 (6; dt:142)",1.144.109.47
1332525800,R5SJW7KZL54,2018-03-10T08:17:54Z,iOS and tvOS Apps,1291851950,Dune!,Voodoo,4d09c5bfe3dfe758cf0a794309c8b24962105ec9,"AppStore/3.0 iOS/11.2.6 model/iPhone8,2 hwp/s8003 build/15D100 (6; dt:142)",121.218.190.107
1332525800,R5SJW7KXL41,2018-03-10T08:16:31Z,iOS and tvOS Apps,1347934041,Sky Ball,Ketchapp,4d09c5bfe3dfe758cf0a794309c8b24962105ec9,"AppStore/3.0 iOS/11.2.6 model/iPhone8,2 hwp/s8003 build/15D100 (6; dt:142)",121.218.190.107
1332525800,R5SJW3ZHXH6,2018-03-08T06:28:58Z,iOS and tvOS Apps,1046510029,Bose Connect,Bose Corporation,4d09c5bfe3dfe758cf0a794309c8b24962105ec9,"AppStore/3.0 iOS/11.2.6 model/iPhone8,2 hwp/s8003 build/15D100 (6; dt:142)",1.129.110.159
1332525800,R5SJW1MG62Y,2018-03-07T00:06:56Z,iOS and tvOS Apps,879478102,Google Slides,Google LLC,4d09c5bfe3dfe758cf0a794309c8b24962105ec9,"com.apple.AppStore.ProductPageExtension/1.0 iOS/11.2.6 model/iPhone8,2 hwp/s8003 build/15D100 (6; dt:142)",1.129.107.178
1332525800,R5SJVL3F7V6,2018-02-27T05:35:41Z,iOS and tvOS Apps,1220976145,Google Assistant,Google LLC,4d09c5bfe3dfe758cf0a794309c8b24962105ec9,"AppStore/3.0 iOS/11.2.5 model/iPhone8,2 hwp/s8003 build/15D60 (6; dt:142)",1.129.109.168
1332525800,R5SJVFS5B74,2018-02-23T22:19:23Z,iOS and tvOS Apps,962194608,Google Photos,Google LLC,4d09c5bfe3dfe758cf0a794309c8b24962105ec9,"AppStore/3.0 iOS/11.2.5 model/iPhone8,2 hwp/s8003 build/15D60 (6; dt:142)",60.240.10.120
1332525800,R5SJVDZ5GBL,2018-02-23T10:47:03Z,iOS and tvOS Apps,1180884341,FaceApp - AI Face Editor,FaceApp Inc,4d09c5bfe3dfe758cf0a794309c8b24962105ec9,"AppStore/3.0 iOS/11.2.5 model/iPhone8,2 hwp/s8003 build/15D60 (6; dt:142)",60.240.10.120
1332525800,R5SJTGMSKLN,2018-02-08T01:01:22Z,iOS and tvOS Apps,653330894,Pocketbook,Pocketbook Australia Pty Ltd,4d09c5bfe3dfe758cf0a794309c8b24962105ec9,"AppStore/3.0 iOS/11.2.5 model/iPhone8,2 hwp/s8003 build/15D60 (6; dt:142)",1.129.111.165
1332525800,R5SJT83FH48,2018-02-04T23:49:39Z,iOS and tvOS Apps,432526396,HP Reveal,Aurasma,4d09c5bfe3dfe758cf0a794309c8b24962105ec9,"AppStore/3.0 iOS/11.2.5 model/iPhone8,2 hwp/s8003 build/15D60 (6; dt:142)",153.107.192.208
1332525800,R5SJSZZ44WQ,2018-01-31T05:54:33Z,iOS and tvOS Apps,975089690,Woolworths,Woolworths Group Limited,4d09c5bfe3dfe758cf0a794309c8b24962105ec9,"AppStore/3.0 iOS/11.2.2 model/iPhone8,2 hwp/s8003 build/15C202 (6; dt:142)",1.144.105.232
1332525800,R5SJSG3VGM3,2018-01-22T10:46:40Z,iOS and tvOS Apps,1050970557,Google Arts & Culture,Google LLC,4d09c5bfe3dfe758cf0a794309c8b24962105ec9,"AppStore/3.0 iOS/11.2.2 model/iPhone8,2 hwp/s8003 build/15C202 (6; dt:142)",1.129.110.132
1332525800,R5SJQXQ208G,2018-01-12T03:20:29Z,iOS and tvOS Apps,874184071,A360 - View CAD files,Autodesk,4d09c5bfe3dfe758cf0a794309c8b24962105ec9,"AppStore/3.0 iOS/11.2.1 model/iPhone8,2 hwp/s8003 build/15C153 (6; dt:142)",103.217.166.66
1332525800,R5SJQV019TL,2018-01-10T14:54:07Z,iOS and tvOS Apps,989804926,"Firefox: Private, Safe Browser",Mozilla Corporation,4d09c5bfe3dfe758cf0a794309c8b24962105ec9,"AppStore/3.0 iOS/11.2.1 model/iPhone8,2 hwp/s8003 build/15C153 (6; dt:142)",123.211.99.26
1332525800,R5SJNMK29QQ,2017-12-17T10:19:30Z,iOS and tvOS Apps,468699619,Sphero,"Sphero, Inc.",4d09c5bfe3dfe758cf0a794309c8b24962105ec9,"com.apple.appstored/1.0 iOS/11.1.2 model/iPhone8,2 hwp/s8003 build/15B202 (6; dt:142)",60.240.10.120
1332525800,R5SJNMK25S6,2017-12-17T10:19:16Z,iOS and tvOS Apps,1017847674,Sphero Edu,"Sphero, Inc.",4d09c5bfe3dfe758cf0a794309c8b24962105ec9,"com.apple.appstored/1.0 iOS/11.1.2 model/iPhone8,2 hwp/s8003 build/15B202 (6; dt:142)",60.240.10.120
1332525800,R5SJNFFBDTJ,2017-12-14T05:10:22Z,iOS and tvOS Apps,1201586468,Origin Energy,Origin Energy Retail Ltd,4d09c5bfe3dfe758cf0a794309c8b24962105ec9,"com.apple.appstored/1.0 iOS/11.1.2 model/iPhone8,2 hwp/s8003 build/15B202 (6; dt:142)",101.174.94.206
1332525800,R5SJMZ839WS,2017-12-07T05:21:10Z,iOS and tvOS Apps,664939913,Tile - Find lost keys & phone,"Tile, Inc.",4d09c5bfe3dfe758cf0a794309c8b24962105ec9,"com.apple.appstored/1.0 iOS/11.1.2 model/iPhone8,2 hwp/s8003 build/15B202 (6; dt:142)",110.146.157.109
1332525800,R5SJMSSZKVG,2017-12-04T10:26:38Z,iOS and tvOS Apps,706408639,Bandcamp,Bandcamp Inc,4d09c5bfe3dfe758cf0a794309c8b24962105ec9,"com.apple.appstored/1.0 iOS/11.1.2 model/iPhone8,2 hwp/s8003 build/15B202 (6; dt:142)",58.166.70.59
1332525800,R5SJMF8ZB84,2017-11-29T01:16:24Z,iOS and tvOS Apps,1237027601,Can I fly there?,Civil Aviation Safety Authority,4d09c5bfe3dfe758cf0a794309c8b24962105ec9,"com.apple.appstored/1.0 iOS/11.1.2 model/iPhone8,2 hwp/s8003 build/15B202 (6; dt:142)",1.144.107.107
1332525800,R5SJMF8YVV9,2017-11-29T01:15:58Z,iOS and tvOS Apps,1054845923,RWY Check,OzRunways Pty. Ltd.,4d09c5bfe3dfe758cf0a794309c8b24962105ec9,"com.apple.appstored/1.0 iOS/11.1.2 model/iPhone8,2 hwp/s8003 build/15B202 (6; dt:142)",1.144.107.107
1332525800,R5SJM880SFW,2017-11-26T07:14:52Z,iOS and tvOS Apps,935546571,Kogan,KOGAN.COM PTY LTD,4d09c5bfe3dfe758cf0a794309c8b24962105ec9,"com.apple.appstored/1.0 iOS/11.1.1 model/iPhone8,2 hwp/s8003 build/15B150 (6; dt:142)",121.217.42.184
1332525800,R5SJM5HZG5F,2017-11-24T02:10:06Z,iOS and tvOS Apps,912561374,Marco Polo - Stay In Touch,"Joya Communications, Inc.",4d09c5bfe3dfe758cf0a794309c8b24962105ec9,"com.apple.appstored/1.0 iOS/11.1.1 model/iPhone8,2 hwp/s8003 build/15B150 (6; dt:142)",1.144.108.77
1332525800,R5SJM465S34,2017-11-23T05:40:17Z,iOS and tvOS Apps,1035163158,eWeLink - Smart Home Control,Shenzhen CoolKit Technologies Co. Ltd.,4d09c5bfe3dfe758cf0a794309c8b24962105ec9,"com.apple.appstored/1.0 iOS/11.1.1 model/iPhone8,2 hwp/s8003 build/15B150 (6; dt:142)",110.147.150.193
